Person ID,TITLE,Surname,Given names,CRS_LOCATION,COURSE_CD,C_VER,CRS_TITLE,COURSE_ATTEMPT_STATUS,DISCONTINUED_DT,DISC_CODE,DISCONTIN_REASON,COMMENCEMENT_DT,UNIT_CD,ACAD_YR,CAL_TYPE,MARK,GRADE
41877053,MS,Alison,Ogden,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,ATS2439,2013,S2-01,61,C
41877053,MS,Alison,Ogden,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,MKW1120,2012,SSA-02,67,C
41877053,MS,Alison,Ogden,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,ATS1277,2013,S1-01,67,C
41877053,MS,Alison,Ogden,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,AMU1326,2015,S2-01,67,C
41877053,MS,Alison,Ogden,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,AMU2814,2016,S1-01,67,C
41877053,MS,Alison,Ogden,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,ATS3454,2014,S1-01,68,C
41877053,MS,Alison,Ogden,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,MGW2430,2015,S2-01,69,C
41877053,MS,Alison,Ogden,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,MGW1010,2012,S2-01,68,C
41877053,MS,Alison,Ogden,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,MKW2420,2014,S1-01,68,C
41877053,MS,Alison,Ogden,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,AFW1000,2012,S2-01,69,C
41877053,MS,Alison,Ogden,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,ATS1278,2012,S2-01,72,D
41877053,MS,Alison,Ogden,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,MKW2402,2013,SSA-02,72,D
41877053,MS,Alison,Ogden,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,ATS3449,2014,S2-01,72,D
41877053,MS,Alison,Ogden,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,AMU3499,2015,S1-01,72,D
41877053,MS,Alison,Ogden,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,MKW2431,2014,S2-01,73,D
41877053,MS,Alison,Ogden,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,MKW3444,2015,S1-01,73,D
41877053,MS,Alison,Ogden,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,MKX1500,2016,S1-01,73,D
41877053,MS,Alison,Ogden,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,ATS1304,2012,S2-01,74,D
41877053,MS,Alison,Ogden,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,MKW3440,2014,S2-01,74,D
41877053,MS,Alison,Ogden,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,MKW2460,2014,S1-01,76,D
41877053,MS,Alison,Ogden,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,MKW3510,2015,S2-01,76,D
41877053,MS,Alison,Ogden,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,ATS3127,2014,S2-01,77,D
41877053,MS,Alison,Ogden,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,ATS1305,2014,S1-01,78,D
41877053,MS,Alison,Ogden,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,AMU3451,2016,S1-01,76,D
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,AMU3499,2015,S1-01,62,C
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,MGW1010,2012,S2-01,69,C
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,MKW3121,2015,S1-01,68,C
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,AMU1329,2015,S2-01,68,C
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,AMU2814,2016,S1-01,68,C
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,ATS2439,2013,S2-01,72,D
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,BTW1042,2013,S2-01,72,D
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,ATS3454,2014,S1-01,72,D
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,ATS3449,2014,S2-01,72,D
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,MKW3444,2015,S1-01,72,D
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,AMU2448,2015,S2-01,72,D
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,ATS1278,2012,S2-01,73,D
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,ATS1328,2013,S1-01,73,D
41905875,MS,Alan,Hemmings,MALAYSIA,9412,1,General Studies (Mata Pelajaran Pengajian Umum) 1 Year Honours,COMPLETED,,,,25 Jul 16,MPU3123,2016,SSA-02,73,D
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,ATS1304,2012,S2-01,74,D
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,ATS2450,2013,S2-01,74,D
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,ATS1305,2014,S1-01,74,D
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,ATS1277,2013,S1-01,71,D
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,MKW3440,2014,S2-01,76,D
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,MKX1500,2016,S1-01,76,D
41905875,MS,Alan,Hemmings,MALAYSIA,9410,1,Malaysian National Subjects,COMPLETED,,,,23 Jul 12,MPW2133,2013,S1-01,77,D
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,MKW2420,2014,S1-01,77,D
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,ATS3127,2014,S2-01,77,D
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,AMU1326,2015,S2-01,77,D
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,MGW2430,2015,S2-01,77,D
41905875,MS,Alan,Hemmings,MALAYSIA,9410,1,Malaysian National Subjects,COMPLETED,,,,23 Jul 12,MPW2153,2012,S2-01,78,D
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,MKW2402,2013,SSA-02,78,D
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,MKW2431,2014,S2-01,78,D
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,AMU3451,2016,S1-01,78,D
41905875,MS,Alan,Hemmings,MALAYSIA,9412,1,General Studies (Mata Pelajaran Pengajian Umum) 1 Year Honours,COMPLETED,,,,25 Jul 16,MPU3113,2016,SSA-02,78,D
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,ECW1101,2013,S2-01,76,D
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,ETW1102,2013,S1-01,82,HD
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,MKW2460,2014,S1-01,82,HD
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,AFW1000,2012,S2-01,83,HD
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,MKW1120,2013,S1-01,83,HD
41905875,MS,Alan,Hemmings,MALAYSIA,1941,6,Bachelor of Business and Commerce and Bachelor of Communication,COMPLETED,,,,23 Jul 12,MKW3881,2016,S1-01,92,HD
43199398,MS,Owen,Quinn,MALAYSIA,D6006,3,Master of Professional Counselling,COMPLETED,,,,29 Jul 19,EDF5542,2019,S2-01,68,C
43199398,MS,Owen,Quinn,MALAYSIA,D6006,3,Master of Professional Counselling,COMPLETED,,,,29 Jul 19,EDF5546,2020,S2-01,68,C
43199398,MS,Owen,Quinn,MALAYSIA,D6006,3,Master of Professional Counselling,COMPLETED,,,,29 Jul 19,EDF5540,2020,S1-01,74,D
43199398,MS,Owen,Quinn,MALAYSIA,D6006,3,Master of Professional Counselling,COMPLETED,,,,29 Jul 19,EDF4537,2020,S1-01,74,D
43199398,MS,Owen,Quinn,MALAYSIA,D6006,3,Master of Professional Counselling,COMPLETED,,,,29 Jul 19,EDF4538,2020,SSA-02,74,D
43199398,MS,Owen,Quinn,MALAYSIA,D6006,3,Master of Professional Counselling,COMPLETED,,,,29 Jul 19,EDF5553,2021,SS-S1-01,74,D
43199398,MS,Owen,Quinn,MALAYSIA,D6006,3,Master of Professional Counselling,COMPLETED,,,,29 Jul 19,EDF5544,2019,S2-01,71,D
43199398,MS,Owen,Quinn,MALAYSIA,D6006,3,Master of Professional Counselling,COMPLETED,,,,29 Jul 19,EDF5543,2019,S2-01,71,D
43199398,MS,Owen,Quinn,MALAYSIA,D6006,3,Master of Professional Counselling,COMPLETED,,,,29 Jul 19,EDF5547,2020,S2-01,76,D
43199398,MS,Owen,Quinn,MALAYSIA,D6006,3,Master of Professional Counselling,COMPLETED,,,,29 Jul 19,EDF5541,2020,S1-01,77,D
43199398,MS,Owen,Quinn,MALAYSIA,D6006,3,Master of Professional Counselling,COMPLETED,,,,29 Jul 19,EDF5552,2020,SSA-02,77,D
43199398,MS,Owen,Quinn,MALAYSIA,D6006,3,Master of Professional Counselling,COMPLETED,,,,29 Jul 19,EDF4536,2019,S2-01,76,D
43199398,MS,Owen,Quinn,MALAYSIA,D6006,3,Master of Professional Counselling,COMPLETED,,,,29 Jul 19,EDF5545,2020,S2-01,76,D
43199398,MS,Owen,Quinn,MALAYSIA,D6006,3,Master of Professional Counselling,COMPLETED,,,,29 Jul 19,EDF4539,2020,S2-01,76,D
43199398,MS,Owen,Quinn,MALAYSIA,D6006,3,Master of Professional Counselling,COMPLETED,,,,29 Jul 19,EDF5551,2020,S1-01,82,HD
43199398,MS,Owen,Quinn,MALAYSIA,D6006,3,Master of Professional Counselling,COMPLETED,,,,29 Jul 19,EDF5554,2021,S1-01,83,HD
44678853,MR,Jan,Greene,MALAYSIA,B6007,2,Master of International Business,COMPLETED,,,,23 Jul 18,BFM5959,2019,S2-01,34,N
44678853,MR,Jan,Greene,MALAYSIA,B6007,2,Master of International Business,COMPLETED,,,,23 Jul 18,ETM5900,2018,S2-01,62,C
44678853,MR,Jan,Greene,MALAYSIA,B6007,2,Master of International Business,COMPLETED,,,,23 Jul 18,BTM5919,2019,S2-01,62,C
44678853,MR,Jan,Greene,MALAYSIA,B6007,2,Master of International Business,COMPLETED,,,,23 Jul 18,ACM5903,2018,S2-01,64,C
44678853,MR,Jan,Greene,MALAYSIA,B6007,2,Master of International Business,COMPLETED,,,,23 Jul 18,MGM5640,2019,S1-01,64,C
44678853,MR,Jan,Greene,MALAYSIA,B6007,2,Master of International Business,COMPLETED,,,,23 Jul 18,MGM5966,2019,S2-01,64,C
44678853,MR,Jan,Greene,MALAYSIA,B6007,2,Master of International Business,COMPLETED,,,,23 Jul 18,MGM5310,2020,S1-01,64,C
44678853,MR,Jan,Greene,MALAYSIA,B6007,2,Master of International Business,COMPLETED,,,,23 Jul 18,ECM5921,2020,S1-01,69,C
44678853,MR,Jan,Greene,MALAYSIA,B6007,2,Master of International Business,COMPLETED,,,,23 Jul 18,BTM5903,2018,S2-01,68,C
44678853,MR,Jan,Greene,MALAYSIA,B6007,2,Master of International Business,COMPLETED,,,,23 Jul 18,MGM5638,2020,S1-01,68,C
44678853,MR,Jan,Greene,MALAYSIA,B6007,2,Master of International Business,COMPLETED,,,,23 Jul 18,MKM5955,2019,S1-01,72,D
44678853,MR,Jan,Greene,MALAYSIA,B6007,2,Master of International Business,COMPLETED,,,,23 Jul 18,BFM5959,2021,S1-01,72,D
44678853,MR,Jan,Greene,MALAYSIA,B6007,2,Master of International Business,COMPLETED,,,,23 Jul 18,ECM5953,2018,S2-01,73,D
44678853,MR,Jan,Greene,MALAYSIA,B6007,2,Master of International Business,COMPLETED,,,,23 Jul 18,MGM5181,2020,S2-01,73,D
44678853,MR,Jan,Greene,MALAYSIA,B6007,2,Master of International Business,COMPLETED,,,,23 Jul 18,MGM5698,2020,S2-01,74,D
44678853,MR,Jan,Greene,MALAYSIA,B6007,2,Master of International Business,COMPLETED,,,,23 Jul 18,MKM5260,2020,S2-01,71,D
44678853,MR,Jan,Greene,MALAYSIA,B6007,2,Master of International Business,COMPLETED,,,,23 Jul 18,MKM5251,2019,S1-01,86,HD
44716329,MS,Hannah,Gibson,MALAYSIA,B6007,3,Master of International Business,COMPLETED,,,,29 Jul 19,MKM5955,2019,S2-01,57,P
44716329,MS,Hannah,Gibson,MALAYSIA,B6007,3,Master of International Business,COMPLETED,,,,29 Jul 19,ECM5953,2019,S2-01,59,P
44716329,MS,Hannah,Gibson,MALAYSIA,B6007,3,Master of International Business,COMPLETED,,,,29 Jul 19,MGM5181,2020,S2-01,61,C
44716329,MS,Hannah,Gibson,MALAYSIA,B6007,3,Master of International Business,COMPLETED,,,,29 Jul 19,ACM5903,2019,S2-01,68,C
44716329,MS,Hannah,Gibson,MALAYSIA,B6007,3,Master of International Business,COMPLETED,,,,29 Jul 19,BFM5959,2020,S1-01,77,D
44716329,MS,Hannah,Gibson,MALAYSIA,B6007,3,Master of International Business,COMPLETED,,,,29 Jul 19,ETM5900,2019,S2-01,78,D
44716329,MS,Hannah,Gibson,MALAYSIA,B6007,3,Master of International Business,COMPLETED,,,,29 Jul 19,MGM5310,2020,S1-01,78,D
44716329,MS,Hannah,Gibson,MALAYSIA,B6007,3,Master of International Business,COMPLETED,,,,29 Jul 19,BTM5909,2020,S2-01,78,D
44716329,MS,Hannah,Gibson,MALAYSIA,B6007,3,Master of International Business,COMPLETED,,,,29 Jul 19,BTM5919,2020,S2-01,79,D
44716329,MS,Hannah,Gibson,MALAYSIA,B6007,3,Master of International Business,COMPLETED,,,,29 Jul 19,MGM5698,2020,S2-01,77,D
44716329,MS,Hannah,Gibson,MALAYSIA,B6007,3,Master of International Business,COMPLETED,,,,29 Jul 19,MGM5966,2020,S1-01,82,HD
44716329,MS,Hannah,Gibson,MALAYSIA,B6007,3,Master of International Business,COMPLETED,,,,29 Jul 19,MKM5251,2021,S1-01,82,HD
44716329,MS,Hannah,Gibson,MALAYSIA,B6007,3,Master of International Business,COMPLETED,,,,29 Jul 19,MGM5638,2021,S1-01,83,HD
44716329,MS,Hannah,Gibson,MALAYSIA,B6007,3,Master of International Business,COMPLETED,,,,29 Jul 19,MKM5260,2021,S1-01,84,HD
44716329,MS,Hannah,Gibson,MALAYSIA,B6007,3,Master of International Business,COMPLETED,,,,29 Jul 19,ECM5921,2021,S1-01,84,HD
44716329,MS,Hannah,Gibson,MALAYSIA,B6007,3,Master of International Business,COMPLETED,,,,29 Jul 19,ETM5950,2020,S1-01,88,HD
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,ECE2131,2017,S1-01,32,N
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC2403,2017,S1-01,47,N
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC2405,2017,S2-01,47,N
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,ENG2005,2017,S2-01,47,N
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC2405,2018,S1-01,47,N
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,ENG2005,2018,S1-01,47,N
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC3455,2019,S1-01,47,N
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC3451,2019,S1-01,47,N
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,TRC4800,2019,S2-01,47,N
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC3453,2019,S2-01,47,N
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC3451,2020,S1-01,52,P
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,ENG1081,2016,S1-01,53,P
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC3453,2020,S2-01,53,P
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,ENG1005,2016,S1-01,54,P
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC2405,2019,S1-01,52,P
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC2404,2016,S2-01,57,P
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,ENG2005,2018,S2-01,57,P
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC2403,2018,S1-01,59,P
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC3457,2018,S2-01,58,P
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC4803,2021,S1-01,58,P
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC3416,2018,S2-01,62,C
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC3455,2020,S1-01,63,C
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,ENG1060,2016,S1-01,64,C
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC3459,2017,S2-01,64,C
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC2407,2017,S2-01,64,C
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC3456,2018,S1-01,61,C
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,ENG1002,2016,S2-01,66,C
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC4404,2019,S1-01,69,C
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC3458,2019,S2-01,69,C
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC4408,2020,S1-01,68,C
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,ENG1001,2016,S1-01,69,C
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC2401,2017,S1-01,72,D
44883104,MR,Blake,Ferguson,MALAYSIA,E3001,1,Bachelor of Engineering (Honours),COMPLETED,,,,29 Feb 16,MEC4801,2020,S1-01,72,D
